99.014	98.991
99.025	99.003
99.071	99.038
99.011	99.017
99.005	99.007
99.009	99.011
98.991	98.989
99.029	99.033
99.040	99.047
99.000	98.999
99.015	99.008
99.009	99.013
99.019	99.036
98.971	98.980
99.018	99.002
99.022	99.017
99.009	99.011
99.036	99.049
98.987	99.004
99.060	99.050
99.051	99.043
98.999	99.012
99.010	99.018
99.018	99.017
99.021	99.028
99.014	99.026
99.066	99.043
99.065	99.044
99.060	99.057
98.994	99.007
98.988	98.993
99.036	99.010
99.010	99.007
99.017	99.016
99.030	99.022
99.025	99.024
99.041	99.027
99.001	99.008
99.028	99.027
99.047	99.040
99.026	99.025
99.028	99.015
99.065	99.055
98.978	98.996
99.037	99.022
99.035	99.034
99.012	99.014
99.009	99.006
99.040	99.044
98.999	99.001
99.058	99.053
99.047	99.044
98.991	98.991
99.017	99.003
99.046	99.038
99.031	99.019
99.017	99.018
99.024	99.028
99.013	98.995
99.040	99.029
99.028	99.007
98.996	98.999
98.995	99.010
99.004	99.025
99.023	99.017
99.027	99.018
98.994	99.007
99.047	99.056
99.046	99.025
99.036	99.031
99.035	99.045
99.026	99.010
99.046	99.041
99.014	99.005
99.033	99.018
99.051	99.036
98.988	98.979
99.031	99.046
99.031	99.049
99.054	99.060
99.002	99.015
98.991	99.003
98.993	98.999
99.037	99.028
99.008	99.018
99.017	99.007
99.037	99.034
98.965	98.962
98.991	98.989
99.023	99.016
99.041	99.043
99.005	99.001
99.029	99.012
99.008	99.019
98.996	99.001
99.009	99.020
98.996	99.022
99.071	99.047
99.002	99.000
99.016	99.007
98.991	99.019
99.025	99.033
98.988	98.992
99.030	99.056
99.005	99.037
99.053	99.064
99.023	99.018
98.982	98.982
99.030	99.016
99.048	99.037
99.024	99.016
99.049	99.040
99.008	98.999
98.997	98.994
99.043	99.031
99.027	99.036
99.032	99.030
99.029	99.024
99.027	99.030
99.005	99.021
99.047	99.041
99.028	99.008
99.024	99.017
99.038	99.045
99.062	99.066
99.005	99.016
99.019	99.004
99.039	99.021
99.015	99.021
98.988	98.991
99.038	99.018
99.012	99.018
99.032	99.037
99.054	99.044
99.036	99.030
99.051	99.052
99.007	99.014
99.006	98.995
99.034	99.033
99.004	99.005
99.068	99.054
98.994	99.004
99.056	99.046
99.015	99.027
99.055	99.055
98.981	99.000
99.033	99.034
99.017	99.035
99.040	99.020
99.048	99.047
99.058	99.064
99.041	99.032
99.009	99.016
99.020	99.023
99.017	99.025
99.035	99.033
99.014	99.011
98.986	99.004
99.052	99.043
99.008	99.020
98.972	98.989
98.979	98.993
99.051	99.045
99.035	99.024
99.042	99.026
99.063	99.040
99.066	99.038
99.040	99.050
99.028	99.019
99.028	99.045
99.045	99.039
98.989	98.997
99.000	98.997
99.020	99.029
99.056	99.055
99.003	99.012
99.037	99.034
99.057	99.046
99.031	99.033
98.997	99.016
99.015	99.030
99.013	99.028
99.008	98.995
99.053	99.043
99.014	99.024
99.013	99.026
99.029	99.022
99.017	99.036
99.021	99.003
99.015	98.996
99.026	99.044
99.022	99.000
99.017	99.039
99.022	99.011
99.037	99.048
99.026	99.026
99.007	99.009
98.986	98.994
99.018	99.025
99.058	99.041
99.006	99.000
99.026	99.030
99.040	99.024
99.039	99.033
99.025	99.013
98.992	98.989
98.999	99.006
99.003	98.981
99.062	99.053
99.036	99.041
98.996	99.014
99.023	99.024
98.999	99.017
98.996	98.987
98.974	99.002
98.986	99.001
99.057	99.045
99.053	99.031
99.052	99.038
99.043	99.034
99.015	99.018
99.043	99.041
99.061	99.061
99.024	99.024
98.995	98.997
99.052	99.031
99.040	99.038
99.011	99.014
99.019	99.032
99.028	99.016
98.992	99.011
99.029	99.026
99.058	99.064
99.000	99.018
99.031	99.018
99.015	99.026
98.992	98.992
98.993	98.994
99.057	99.036
99.048	99.056
99.046	99.048
99.008	99.020
99.052	99.043
99.029	99.032
99.018	99.027
98.998	99.009
99.034	99.025
99.040	99.035
99.046	99.045
98.995	98.992
99.037	99.043
99.016	99.009
99.017	99.017
99.045	99.046
99.037	99.009
99.020	99.011
99.032	99.024
99.010	99.011
99.040	99.053
99.018	99.025
99.048	99.046
99.039	99.028
98.989	98.983
99.038	99.033
99.064	99.061
99.024	99.019
99.018	99.028
99.006	99.022
99.031	99.021
99.011	99.024
99.045	99.038
99.028	99.033
99.009	99.000
99.001	99.002
99.056	99.051
99.046	99.048
99.042	99.030
98.998	98.986
99.036	99.027
99.002	99.019
98.990	99.007
99.044	99.020
99.035	99.001
99.033	99.017
99.012	99.010
99.023	99.024
99.027	99.046
99.073	99.049
99.051	99.048
99.053	99.032
99.032	99.042
99.025	99.053
99.053	99.054
99.008	99.007
98.961	98.974
99.018	99.025
99.041	99.023
99.020	99.018
99.042	99.020
99.020	99.009
99.009	99.029
99.044	99.039
99.029	99.010
99.054	99.036
99.001	99.017
99.072	99.059
99.056	99.056
99.061	99.026
99.020	99.017
99.033	99.021
99.050	99.043
99.023	99.025
99.040	99.025
99.025	99.023
99.038	99.022
99.042	99.030
99.025	99.016
99.040	99.033
99.047	99.042
99.019	99.015
98.999	98.995
99.018	99.024
99.036	99.031
99.025	99.019
99.025	99.022
99.040	99.047
99.043	99.068
99.061	99.059
99.040	99.021
99.058	99.034
99.032	99.031
99.061	99.054
99.033	99.033
99.051	99.040
99.017	99.035
99.048	99.047
99.013	99.019
99.063	99.052
99.010	99.004
98.999	98.997
98.999	99.005
99.027	99.003
99.022	99.023
98.990	98.995
98.975	98.979
99.041	99.053
98.974	98.997
98.987	98.987
99.022	99.028
99.017	99.021
99.011	99.043
99.020	99.032
98.983	98.996
99.061	99.028
99.034	99.023
99.065	99.046
99.067	99.042
99.044	99.043
99.053	99.056
99.032	99.032
99.045	99.024
99.060	99.039
99.070	99.041
99.086	99.091
99.025	99.027
99.046	99.042
99.027	99.032
99.043	99.035
99.022	99.013
99.019	99.009
99.005	99.002
99.067	99.042
99.010	99.026
99.040	99.029
98.986	99.011
98.999	98.994
99.039	99.019
99.029	99.033
99.064	99.052
99.061	99.043
99.046	99.010
99.016	99.033
99.051	99.041
99.051	99.042
99.030	99.028
99.027	99.025
98.990	98.976
99.055	99.048
99.025	99.032
99.050	99.031
99.021	99.023
99.029	99.038
99.034	99.040
99.017	99.019
99.036	99.041
99.042	99.039
99.057	99.039
99.045	99.012
99.028	99.036
99.055	99.057
99.042	99.025
99.016	99.011
98.991	99.011
99.026	99.032
99.005	99.014
99.037	99.036
99.022	99.007
99.040	99.026
99.029	99.028
99.033	99.024
99.024	99.018
98.993	98.975
99.017	99.036
99.033	99.030
99.031	99.042
99.031	99.038
99.047	99.035
99.015	99.016
99.059	99.041
99.044	99.030
99.022	99.028
99.031	99.046
99.009	98.995
99.060	99.059
99.022	99.018
99.046	99.045
99.000	99.014
99.085	99.061
99.045	99.047
99.099	99.077
99.015	99.022
99.029	99.033
99.046	99.035
99.033	99.017
99.093	99.052
99.060	99.027
99.010	99.017
99.015	99.018
98.984	99.009
99.009	99.027
99.024	99.036
99.030	99.018
99.031	99.033
99.016	99.008
99.010	99.011
99.034	99.025
99.034	99.025
99.042	99.020
99.004	99.018
99.059	99.045
99.005	98.993
99.018	99.016
99.051	99.052
99.101	99.081
99.024	99.000
99.005	99.013
99.030	99.019
98.956	98.970
99.050	99.044
99.019	99.004
99.045	99.050
99.041	99.036
99.028	99.018
98.972	99.013
98.996	99.006
99.030	99.019
99.008	99.012
99.034	99.033
99.028	99.025
99.034	99.037
99.012	99.001
99.048	99.018
99.011	99.005
99.049	99.038
99.026	99.029
99.053	99.048
99.062	99.054
99.011	99.022
99.017	99.025
99.025	99.025
99.048	99.042
99.044	99.048
99.081	99.045
99.073	99.053
99.018	99.022
99.058	99.063
99.052	99.053
99.024	99.019
