38.006809	40.816814	27.064304	37.507008	40.317162	27.065079	37.507008	40.317162	27.064310
42.041851	40.923264	52.676353	41.542126	40.423958	52.668457	41.542126	40.423958	52.672005
39.751221	42.474693	83.214401	39.252167	41.975536	83.232208	39.252167	41.975536	83.224068
41.728977	38.871510	86.415932	41.230350	38.373478	86.410896	41.230350	38.373478	86.414177
41.551594	40.566544	36.980011	41.051857	40.067123	36.974625	41.051857	40.067123	36.976379
38.075768	38.458260	42.319359	37.576069	37.958897	42.326469	37.576069	37.958897	42.324371
38.736187	38.831585	97.979073	38.237816	38.332584	97.985535	38.237816	38.332584	97.977074
40.228340	38.594818	10.119232	39.728355	38.095886	10.092087	39.728359	38.095882	10.091184
38.045826	39.888390	57.231335	37.546204	39.389690	57.235226	37.546204	39.389690	57.229485
40.854549	41.005741	64.014877	40.355186	40.506618	64.025925	40.355186	40.506618	64.021904
38.831726	41.312622	50.084751	38.332100	40.813225	50.088276	38.332096	40.813225	50.086384
39.760559	38.288540	64.070671	39.261265	37.788548	64.073570	39.261265	37.788548	64.075096
41.914753	42.009369	56.226460	41.415028	41.509579	56.196728	41.415028	41.509579	56.212029
39.509766	42.374573	74.650513	39.010128	41.875496	74.633347	39.010128	41.875496	74.640930
42.776955	42.623756	57.960087	42.277157	42.124161	57.928688	42.277157	42.124161	57.943100
38.711960	40.309597	30.847170	38.212307	39.810078	30.847046	38.212307	39.810081	30.848263
42.308670	39.049271	79.374809	41.806667	38.550159	79.383629	41.806667	38.550159	79.376572
42.219616	42.975616	98.978905	41.718712	42.479492	99.021301	41.718712	42.479492	98.999550
41.056583	39.961304	33.620068	40.556942	39.462223	33.621315	40.556942	39.462223	33.620529
39.486324	42.198727	11.839535	38.986565	41.699314	11.829854	38.986565	41.699314	11.830324
39.878963	38.465099	70.208412	39.379662	37.966496	70.216171	39.379662	37.966496	70.209106
38.284981	38.049992	91.756775	37.785076	37.550442	91.764839	37.785076	37.550442	91.767654
39.379436	39.365089	62.303959	38.879879	38.865631	62.299110	38.879879	38.865631	62.301922
41.453087	42.181889	74.625984	40.954155	41.681805	74.608253	40.954155	41.681805	74.616188
40.422661	39.028259	76.169991	39.923412	38.529869	76.176689	39.923412	38.529869	76.178101
40.341946	40.289951	94.491554	39.842690	39.789505	94.494591	39.842690	39.789505	94.493538
41.719780	38.543377	63.279736	41.220722	38.044765	63.288895	41.220722	38.044765	63.286938
39.925735	41.670162	64.173843	39.426365	41.171711	64.182175	39.426365	41.171711	64.178879
40.861675	39.806381	23.373869	40.361752	39.306808	23.371145	40.361752	39.306808	23.371973
39.125702	40.123512	81.456429	38.626282	39.624863	81.454727	38.626282	39.624863	81.452705
40.584740	42.942783	76.864029	40.085442	42.444962	76.855957	40.085442	42.444962	76.859482
39.727829	38.845982	68.454391	39.228539	38.347160	68.458496	39.228539	38.347160	68.453049
40.458340	38.320194	72.218689	39.958614	37.821934	72.219826	39.958614	37.821934	72.215919
40.521591	38.740601	94.534447	40.023289	38.241577	94.539711	40.023289	38.241577	94.540291
38.708664	42.520672	71.642380	38.209614	42.019459	71.630516	38.209614	42.019459	71.637505
39.515221	40.131943	16.109745	39.015434	39.632641	16.104391	39.015434	39.632641	16.105185
42.831997	41.414787	23.545082	42.332222	40.915169	23.535042	42.332222	40.915169	23.541178
42.383278	42.103828	61.729622	41.883537	41.604237	61.735798	41.883537	41.604237	61.730801
38.957874	38.891487	82.720726	38.458241	38.392689	82.719688	38.458241	38.392689	82.714767
40.375576	38.778641	54.769905	39.875843	38.279556	54.768009	39.875843	38.279556	54.766014
41.658897	40.027256	34.811440	41.159195	39.527931	34.812416	41.159195	39.527931	34.810913
40.842541	41.406315	77.240158	40.342953	40.905930	77.253830	40.342953	40.905930	77.245842
41.608902	40.375366	20.859478	41.109081	39.876209	20.855385	41.109081	39.876209	20.856016
39.838932	42.170952	12.871703	39.339146	41.671741	12.865005	39.339146	41.671741	12.865026
40.584320	41.312126	47.882721	40.084820	40.812763	47.891754	40.084820	40.812763	47.888451
38.524128	42.739941	91.995544	38.024452	42.237953	91.981812	38.024452	42.237953	91.991997
40.746899	39.729523	51.936188	40.247334	39.230389	51.934677	40.247334	39.230389	51.934036
39.874676	42.232014	38.123043	39.375008	41.732597	38.118126	39.375008	41.732597	38.118553
40.280476	39.361687	97.483040	39.781170	38.862057	97.486298	39.781170	38.862057	97.483238
39.489079	41.691563	60.427479	38.989391	41.192566	60.423515	38.989391	41.192566	60.425411
38.980640	41.800282	84.694908	38.481098	41.302116	84.691849	38.481098	41.302116	84.693390
39.987755	40.502232	89.188560	39.488266	40.003250	89.191826	39.488266	40.003250	89.191818
38.138317	42.967663	60.895607	37.638744	42.469383	60.888084	37.638744	42.469383	60.895340
38.253078	40.655388	27.132822	37.753231	40.156013	27.133097	37.753231	40.156013	27.133163
42.211872	41.131100	68.516296	41.712688	40.631817	68.514198	41.712688	40.631817	68.516220
38.989456	42.208500	20.882406	38.489586	41.709259	20.881845	38.489586	41.709259	20.881382
38.550095	41.713200	37.870861	38.050343	41.213997	37.869373	38.050343	41.213997	37.868805
42.703690	39.430122	39.846909	42.204021	38.930889	39.840572	42.204021	38.930889	39.844231
38.702148	41.660172	84.267151	38.203171	41.160576	84.268341	38.203171	41.160576	84.266258
41.536480	40.997486	76.461548	41.037712	40.498222	76.467644	41.037712	40.498222	76.465286
39.263649	38.721535	9.847882	38.763653	38.222816	9.817561	38.763653	38.222816	9.816351
38.306412	42.026699	85.877319	37.807026	41.525959	85.870552	37.807026	41.525963	85.869003
39.053543	38.579628	59.158398	38.553776	38.081249	59.165009	38.553776	38.081249	59.167278
38.072155	38.570957	50.415707	37.572514	38.071079	50.420414	37.572514	38.071079	50.417114
41.759266	41.427345	58.291370	41.259724	40.927853	58.277290	41.259720	40.927853	58.283661
38.370014	40.182789	27.840124	37.870132	39.683475	27.840437	37.870132	39.683475	27.841410
41.479588	39.452038	48.825241	40.979881	38.952660	48.830643	40.979881	38.952660	48.827858
39.162300	40.887348	57.312157	38.662651	40.387943	57.310265	38.662651	40.387943	57.311741
41.142097	38.801968	54.797836	40.642551	38.302685	54.790863	40.642551	38.302685	54.792015
42.811447	41.476360	92.286972	42.309082	40.976318	92.274826	42.309082	40.976318	92.279762
38.949921	39.679203	25.736626	38.450081	39.179943	25.737518	38.450081	39.179943	25.737276
42.971413	40.288918	98.817657	42.472523	39.787689	98.844543	42.472523	39.787689	98.828644
38.487946	41.124088	18.287739	37.988064	40.625011	18.285437	37.988064	40.625011	18.285280
40.188293	42.654644	14.080664	39.688492	42.155407	14.078764	39.688492	42.155403	14.077223
42.471729	39.450005	30.106073	41.971912	38.950714	30.107664	41.971912	38.950710	30.106014
41.844326	40.052799	27.841633	41.344509	39.553547	27.840080	41.344509	39.553547	27.840849
41.139076	41.018421	50.158875	40.639477	40.519253	50.161125	40.639477	40.519253	50.159973
40.330635	40.986107	66.473938	39.831013	40.487282	66.471008	39.831013	40.487282	66.471405
42.271393	42.138714	65.569901	41.771435	41.639942	65.594162	41.771435	41.639942	65.583115
41.603252	40.827225	43.277451	41.103516	40.327755	43.276649	41.103516	40.327755	43.277061
38.921986	41.685589	59.332767	38.422535	41.185944	59.330238	38.422535	41.185944	59.333332
42.524342	39.214314	26.687975	42.024517	38.715012	26.681345	42.024513	38.715012	26.684792
41.022167	41.488415	61.976799	40.522461	40.988899	61.989727	40.522461	40.988899	61.983326
39.756401	40.471294	17.020876	39.256676	39.971905	17.019567	39.256676	39.971905	17.020090
41.701653	41.057152	65.190536	41.202374	40.558094	65.203293	41.202374	40.558094	65.198151
41.455097	42.020676	23.172865	40.955265	41.521431	23.163389	40.955265	41.521431	23.168247
40.877735	42.331863	91.113174	40.377892	41.835297	91.099304	40.377892	41.835297	91.104675
41.072971	41.636078	13.623665	40.573177	41.137146	13.618731	40.573181	41.137142	13.617043
41.338009	42.879108	37.975784	40.838306	42.379776	37.970352	40.838306	42.379776	37.975590
40.845600	39.528809	25.347033	40.345703	39.029427	25.343925	40.345703	39.029427	25.344833
38.543262	42.339863	85.749687	38.044556	41.838451	85.746674	38.044556	41.838451	85.746445
41.720570	38.774921	39.012032	41.220825	38.275501	38.998745	41.220825	38.275501	38.999977
38.397530	38.385311	67.030457	37.898312	37.886185	67.036400	37.898312	37.886185	67.028694
42.098118	40.723789	49.850746	41.598484	40.224499	49.861248	41.598484	40.224499	49.856094
40.044312	39.493401	51.385464	39.544830	38.994591	51.388863	39.544830	38.994591	51.385948
40.505611	38.764019	38.653534	40.005787	38.264397	38.649368	40.005787	38.264397	38.648434
41.686752	39.569977	83.562531	41.187893	39.070930	83.566833	41.187893	39.070930	83.563812
42.791809	42.361473	74.516663	42.292553	41.861069	74.472084	42.292553	41.861069	74.498528
39.500263	42.717419	21.227604	39.000446	42.218182	21.228304	39.000446	42.218182	21.227690
38.329414	41.921120	56.623955	37.829975	41.421452	56.613380	37.829975	41.421452	56.617706
41.047569	42.777344	16.254032	40.547836	42.278316	16.257055	40.547836	42.278313	16.253912
42.376785	41.267555	38.606998	41.876980	40.768188	38.592793	41.876980	40.768188	38.600029
38.524464	40.523849	30.098345	38.024746	40.024639	30.098980	38.024746	40.024639	30.100327
39.451443	42.594990	58.990482	38.951756	42.094631	58.975853	38.951756	42.094631	58.983089
41.312454	38.573410	53.781898	40.813019	38.074776	53.774570	40.813015	38.074776	53.774532
39.895180	40.481049	80.620003	39.396286	39.982075	80.617737	39.396286	39.982075	80.617302
40.545238	39.910599	71.183075	40.045593	39.412174	71.181335	40.045593	39.412174	71.180534
40.660000	41.028492	45.083717	40.160408	40.529800	45.089226	40.160408	40.529800	45.085754
38.030003	41.536964	18.852100	37.530140	41.038227	18.849066	37.530140	41.038227	18.848581
41.114254	42.311771	53.708828	40.614613	41.812851	53.698143	40.614613	41.812851	53.704113
41.735218	40.482677	43.731407	41.235504	39.983669	43.729908	41.235504	39.983669	43.730614
41.925461	40.762196	41.686417	41.425716	40.263309	41.673042	41.425716	40.263309	41.678562
42.777477	41.152985	25.600052	42.277672	40.653542	25.590330	42.277672	40.653545	25.594524
39.870945	38.661816	76.132767	39.371979	38.163273	76.134186	39.371979	38.163273	76.138138
42.757721	41.057728	12.220358	42.257854	40.559231	12.198752	42.257854	40.559227	12.198568
39.649204	38.281528	66.865585	39.149952	37.782944	66.874451	39.149952	37.782944	66.868584
38.658298	42.230175	86.906204	38.159534	41.728943	86.896957	38.159534	41.728943	86.900101
40.982277	41.602772	85.992798	40.483154	41.103256	85.973419	40.483154	41.103256	85.983452
38.075279	38.634750	72.950218	37.575626	38.136093	72.953186	37.575626	38.136093	72.946213
41.085121	39.087166	15.714457	40.585342	38.588654	15.704413	40.585342	38.588654	15.704174
38.844975	41.118587	40.235146	38.345196	40.619411	40.234825	38.345196	40.619408	40.235886
39.596962	39.836906	68.774727	39.097736	39.338375	68.781372	39.097736	39.338375	68.776436
42.009724	42.030361	56.814415	41.510418	41.531212	56.786926	41.510418	41.531212	56.800262
41.053722	41.983749	90.134613	40.553986	41.484341	90.117500	40.553986	41.484341	90.125275
38.724674	41.147846	45.742851	38.225071	40.649025	45.746159	38.225071	40.649025	45.746330
39.269188	38.685001	86.060043	38.769451	38.186703	86.066048	38.769451	38.186703	86.060249
38.332115	40.137199	60.981976	37.832436	39.638546	60.983143	37.832436	39.638546	60.985657
39.511379	40.738243	29.965240	39.011692	40.239426	29.965059	39.011692	40.239426	29.965319
39.556667	38.556526	81.915306	39.057808	38.057758	81.917709	39.057808	38.057758	81.913055
38.675179	39.421497	80.153381	38.176460	38.922268	80.154228	38.176460	38.922268	80.153702
42.471905	41.942307	76.157967	41.972103	41.443665	76.143135	41.972103	41.443665	76.147499
41.073330	39.805450	86.204239	40.574478	39.306465	86.198174	40.574478	39.306465	86.200500
39.142632	42.314457	30.299314	38.642910	41.815498	30.301359	38.642910	41.815498	30.299728
39.249889	40.706524	97.648239	38.750469	40.208733	97.652748	38.750469	40.208733	97.649567
38.269833	38.408592	56.619350	37.770424	37.909771	56.618275	37.770424	37.909771	56.611614
40.133617	38.473995	32.955853	39.633949	37.975136	32.956188	39.633949	37.975136	32.957272
42.456844	39.163788	22.941509	41.957016	38.664349	22.936686	41.957016	38.664349	22.939392
38.625782	42.655228	16.971870	38.125988	42.156017	16.977814	38.125984	42.156017	16.975597
38.235909	38.294491	39.835114	37.736244	37.795265	39.842110	37.736244	37.795265	39.834743
42.571461	39.991997	48.450317	42.071690	39.493023	48.461937	42.071690	39.493023	48.456699
42.728073	42.182148	57.509106	42.228497	41.682384	57.480618	42.228497	41.682384	57.494095
42.208565	41.464603	45.288933	41.708870	40.965363	45.294476	41.708870	40.965363	45.292133
39.295765	38.024269	56.693157	38.796070	37.525330	56.700188	38.796070	37.525330	56.692474
42.772228	39.992386	31.342733	42.272572	39.493469	31.346924	42.272572	39.493469	31.345919
40.926170	39.275852	70.819115	40.427032	38.776440	70.817093	40.427032	38.776440	70.818871
