45332.8750000000	55604.4687500000	60100.8203125000
42627.6132812500	49807.7851562500	62991.4804687500
40377.5156250000	45577.8281250000	60334.4960937500
33303.5468750000	49920.7851562500	45028.2890625000
24712.3691406250	33912.5468750000	44387.4218750000
21554.7617187500	20688.3632812500	36278.1445312500
20443.3925781250	19826.3535156250	26305.0703125000
20701.3847656250	14988.8457031250	24917.2734375000
18233.4277343750	13447.5322265625	22525.2910156250
12590.3242187500	13266.4707031250	20774.8261718750
15773.1396484375	11907.6787109375	19907.5429687500
12180.1318359375	10645.1650390625	19252.0820312500
8983.1171875000	8774.2236328125	15714.5283203125
10883.4355468750	7982.2729492188	13052.1640625000
10757.4248046875	7416.8012695313	12685.7451171875
9776.4042968750	7247.5214843750	14304.7890625000
6341.2485351563	7250.1367187500	13266.1621093750
8456.9824218750	6533.2851562500	12253.8154296875
8019.8432617188	3114.2404785156	6837.6142578125
8592.2617187500	3032.0805664063	6982.8457031250
6728.6879882813	2732.7517089844	5297.3847656250
4461.5512695313	2588.0991210938	5579.7128906250
4633.1181640625	2234.1867675781	4962.8613281250
7130.7055664063	2296.9545898438	5287.4414062500
