-0.949	-1.942
-0.998	-1.959
-0.989	-1.953
-0.966	-1.962
-0.986	-1.942
-0.957	-1.944
-0.995	-1.939
-0.954	-1.932
-0.970	-1.956
-0.953	-1.942
-0.980	-1.955
-0.976	-1.928
-0.970	-1.946
-1.029	-1.919
-0.972	-1.961
-0.984	-1.946
-0.947	-1.935
-0.981	-1.959
-0.938	-1.901
-0.984	-1.933
-0.998	-1.933
-0.973	-1.928
-1.009	-1.929
-0.964	-1.973
-0.971	-1.940
-0.974	-1.923
-0.973	-1.931
-1.016	-1.931
-0.990	-1.919
-0.995	-1.966
-0.989	-1.954
-1.001	-1.970
-0.965	-1.933
-0.976	-1.940
-0.971	-1.938
-0.978	-1.947
-0.973	-1.943
-0.966	-1.925
-0.987	-1.951
-0.999	-1.950
-0.998	-1.920
-0.966	-1.941
-0.983	-1.959
-0.983	-1.924
-1.000	-1.937
-0.956	-1.906
-0.975	-1.962
-0.964	-1.952
-0.969	-1.951
-0.952	-1.925
-0.983	-1.949
-1.004	-1.899
-0.980	-1.937
-0.969	-1.966
-0.976	-1.914
-0.996	-1.962
-0.978	-1.939
-0.981	-1.913
-0.958	-1.948
-0.969	-1.906
-0.977	-1.935
-0.943	-1.952
-1.008	-1.959
-0.968	-1.929
-0.989	-1.970
-0.990	-1.946
-0.957	-1.936
-0.956	-1.925
-0.955	-1.959
-1.010	-1.939
-0.985	-1.928
-0.997	-1.946
-0.991	-1.931
-0.977	-1.919
-0.981	-1.939
-0.959	-1.947
-0.982	-1.930
-0.986	-1.913
-0.985	-1.931
-0.995	-1.932
-0.975	-1.947
-0.962	-1.910
-0.972	-1.921
-1.004	-1.939
-0.974	-1.965
-0.966	-1.911
-0.969	-1.928
-0.977	-1.942
-0.963	-1.938
-0.999	-1.964
-0.988	-1.939
-0.960	-1.942
-0.989	-1.992
-0.982	-1.922
-0.963	-1.940
-0.962	-1.902
-0.987	-1.934
-0.993	-1.943
-0.960	-1.931
-1.001	-1.945
-0.963	-1.942
-0.990	-1.952
-0.963	-1.915
-0.993	-1.955
-0.941	-1.927
-0.962	-1.961
-0.995	-1.923
-0.961	-1.952
-0.956	-1.939
-0.979	-1.968
-0.982	-1.948
-0.983	-1.935
-1.025	-1.942
-0.958	-1.950
-0.996	-1.940
-1.010	-1.953
-0.969	-1.971
-0.981	-1.935
-0.977	-1.938
-0.969	-1.931
-1.000	-1.908
-0.995	-1.915
-0.976	-1.892
-0.973	-1.922
-0.976	-1.926
-0.962	-1.932
-0.972	-1.946
-0.989	-1.936
-1.007	-1.956
-1.024	-1.923
-0.972	-1.927
-0.968	-1.929
-0.973	-1.929
-0.990	-1.927
-0.964	-1.941
-0.994	-1.970
-0.996	-1.950
-0.983	-1.953
-0.986	-1.942
-0.986	-1.909
-0.956	-1.928
-1.032	-1.941
-0.973	-1.911
-0.979	-1.922
-0.981	-1.939
-0.984	-1.952
-0.956	-1.925
-0.989	-1.937
-0.989	-1.932
-0.990	-1.928
-1.002	-1.913
-1.010	-1.965
-0.992	-1.933
-0.968	-1.926
-1.007	-1.938
-1.009	-1.940
-0.998	-1.950
-0.996	-1.912
-0.948	-1.935
-0.965	-1.953
-1.001	-1.928
-0.979	-1.943
-0.949	-1.973
-0.990	-1.963
-0.991	-1.962
-0.960	-1.906
-0.946	-1.982
-0.963	-1.921
-0.979	-1.955
-0.983	-1.925
-0.968	-1.920
-0.993	-1.941
-0.931	-1.951
-0.977	-1.955
-0.970	-1.908
-0.952	-1.907
-1.017	-1.928
-0.996	-1.961
-0.985	-1.895
-0.990	-1.941
-0.973	-1.968
-0.977	-1.947
-0.954	-1.945
-0.960	-1.920
-0.976	-1.977
-0.959	-1.939
-1.002	-1.952
-0.968	-1.921
-0.950	-1.937
-0.974	-1.949
-0.948	-1.931
-0.983	-1.957
-0.981	-1.921
-1.024	-1.940
-0.970	-1.946
-0.998	-1.949
-0.985	-1.933
-0.960	-1.919
-0.964	-1.968
-0.969	-1.961
-0.976	-1.945
-0.973	-1.936
-1.001	-1.954
-1.008	-1.916
-0.985	-1.939
-0.990	-1.919
-0.961	-1.924
-0.975	-1.949
-0.979	-1.924
-0.985	-1.953
-1.009	-1.948
-0.982	-1.932
-0.992	-1.961
-0.956	-1.948
-0.947	-1.950
-0.983	-1.939
-0.970	-1.934
-0.972	-1.911
-0.988	-1.925
-0.966	-1.934
-0.963	-1.940
-1.013	-1.945
-0.990	-1.932
-0.981	-1.934
-0.982	-1.982
-0.969	-1.933
-0.932	-1.943
-0.996	-1.942
-0.963	-1.958
-0.986	-1.924
-0.986	-1.930
-0.981	-1.938
-0.973	-1.945
-0.960	-1.929
-0.990	-1.965
-0.973	-1.942
-0.995	-1.949
-1.014	-1.951
-0.959	-1.975
-0.993	-1.921
-0.990	-1.958
-1.011	-1.950
-0.950	-1.947
-0.963	-1.958
-0.976	-1.970
-0.963	-1.947
-0.961	-1.957
-0.987	-1.916
-0.980	-1.960
-0.997	-1.889
-0.969	-1.898
-0.984	-1.903
-0.974	-1.895
-0.952	-1.929
-0.967	-1.895
-0.970	-1.861
-1.009	-1.851
-0.955	-1.891
-0.978	-1.892
-0.979	-1.882
-0.960	-1.895
-0.998	-1.887
-1.004	-1.873
-1.003	-1.907
-0.988	-1.872
-0.987	-1.881
-0.959	-1.876
-0.987	-1.869
-1.009	-1.909
-0.989	-1.887
-0.983	-1.891
-0.939	-1.925
-1.009	-1.896
-1.009	-1.886
-0.983	-1.904
-0.997	-1.864
-1.015	-1.885
-0.982	-1.898
-0.990	-1.879
-0.986	-1.895
-0.975	-1.853
-0.990	-1.920
-0.939	-1.914
-1.001	-1.881
-0.999	-1.873
-0.976	-1.871
-0.991	-1.877
-0.985	-1.874
-0.981	-1.905
-0.990	-1.899
-0.977	-1.870
-0.947	-1.878
-0.988	-1.869
-0.983	-1.884
-0.986	-1.882
-0.970	-1.892
-0.935	-1.899
-0.966	-1.906
-0.986	-1.925
-0.970	-1.900
-1.023	-1.888
-1.005	-1.878
-0.963	-1.931
-0.958	-1.876
-0.966	-1.880
-0.995	-1.901
-0.994	-1.877
-0.986	-1.900
-1.001	-1.886
-0.999	-1.887
-0.987	-1.866
-1.003	-1.857
-0.993	-1.897
-0.983	-1.907
-0.987	-1.886
-0.978	-1.887
-0.936	-1.899
-0.948	-1.891
-0.966	-1.875
-0.966	-1.905
-0.989	-1.866
-0.965	-1.904
-0.986	-1.869
-0.973	-1.914
-0.998	-1.892
-0.958	-1.873
-0.987	-1.891
-0.989	-1.906
-0.984	-1.878
-0.979	-1.914
-0.980	-1.869
-0.989	-1.881
-1.009	-1.868
-0.960	-1.886
-1.001	-1.915
-0.995	-1.870
-0.982	-1.891
-0.970	-1.885
-1.021	-1.903
